Level1	Level2	Level3	GeneID	RelatedGenes
Offensive virulence factors	Secretion system	Type IV secretion system	ravR	VFG045517
Offensive virulence factors	Secretion system	Type IV secretion system	ralF	VFG002095
Offensive virulence factors	Secretion system	Type IV secretion system	ravF	VFG045487
Offensive virulence factors	Secretion system	Type IV secretion system	sdeC/laiC	VFG002116
Offensive virulence factors	Secretion system	Type IV secretion system	trwI1	VFG002261
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0405	VFG045494
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1986	VFG045552
Offensive virulence factors	Secretion system	Type IV secretion system	trwL5	VFG002254
Offensive virulence factors	Secretion system	Type IV secretion system	icmL.2	VFG039146
Offensive virulence factors	Secretion system	Type IV secretion system	legA6	VFG045554
Offensive virulence factors	Secretion system	Type IV secretion system	cagU	VFG000291
Offensive virulence factors	Secretion system	Type IV secretion system	lepB	VFG002099
Offensive virulence factors	Secretion system	Type IV secretion system	ravD	VFG045482
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2884	VFG045603
Offensive virulence factors	Secretion system	Type IV secretion system	bepC	VFG002244
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1484	VFG045525
Offensive virulence factors	Secretion system	Type IV secretion system	cagM	VFG000296
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2461	VFG045577
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0796	VFG045500
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB10	VFG040342
Offensive virulence factors	Secretion system	Type IV secretion system	cagD	VFG000304
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0257	VFG045489
Offensive virulence factors	Secretion system	Type IV secretion system	trwH2	VFG002265
Offensive virulence factors	Secretion system	Type IV secretion system	icmB/dotO	VFG001844
Offensive virulence factors	Secretion system	Type IV secretion system	mavC	VFG045555
Offensive virulence factors	Secretion system	Type IV secretion system	virB4/cagE	VFG000303
Offensive virulence factors	Secretion system	Type IV secretion system	mavA	VFG045538
Offensive virulence factors	Secretion system	Type IV secretion system	virB2-3	VFG039009
Offensive virulence factors	Secretion system	Type IV secretion system	mavI	VFG045576
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1083	VFG045506
Offensive virulence factors	Secretion system	Type IV secretion system	mavB	VFG045544
Offensive virulence factors	Secretion system	Type IV secretion system	virB1	VFG000283, VFG002208
Offensive virulence factors	Secretion system	Type IV secretion system	icmE	VFG039131
Offensive virulence factors	Secretion system	Type IV secretion system	virB10	VFG039039, VFG001978, VFG002217, VFG002239
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1685	VFG045537
Offensive virulence factors	Secretion system	Type IV secretion system	virB6-1	VFG038943
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1661	VFG045531
Offensive virulence factors	Secretion system	Type IV secretion system	lpg3000	VFG045609
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2936	VFG045607
Offensive virulence factors	Secretion system	Type IV secretion system	ravB	VFG045477
Offensive virulence factors	Secretion system	Type IV secretion system	sdeD/laiF	VFG002117
Offensive virulence factors	Secretion system	Type IV secretion system	ravG	VFG045488
Offensive virulence factors	Secretion system	Type IV secretion system	legD1	VFG045594
Offensive virulence factors	Secretion system	Type IV secretion system	virB4-2	VFG038979
Offensive virulence factors	Secretion system	Type IV secretion system	lepA	VFG042967, VFG002098
Offensive virulence factors	Secretion system	Type IV secretion system	bepG	VFG002248
Offensive virulence factors	Secretion system	Type IV secretion system	icmO	VFG039156
Offensive virulence factors	Secretion system	Type IV secretion system	trwI2	VFG002264
Offensive virulence factors	Secretion system	Type IV secretion system	lspD	VFG001877
Offensive virulence factors	Secretion system	Type IV secretion system	lspF	VFG001870
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1137	VFG045513
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1716	VFG045540
Offensive virulence factors	Secretion system	Type IV secretion system	cagQ	VFG000294
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0041	VFG045478
Offensive virulence factors	Secretion system	Type IV secretion system	icmK/dotH	VFG001838
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2692	VFG045593
Offensive virulence factors	Secretion system	Type IV secretion system	sidB	VFG002108
Offensive virulence factors	Secretion system	Type IV secretion system	sidF	VFG002118
Offensive virulence factors	Secretion system	Type IV secretion system	legN	VFG045595
Offensive virulence factors	Secretion system	Type IV secretion system	sidH	VFG002120
Offensive virulence factors	Secretion system	Type IV secretion system	lspL	VFG001878
Offensive virulence factors	Secretion system	Type IV secretion system	trwJ1	VFG002260
Offensive virulence factors	Secretion system	Type IV secretion system	trwH1	VFG002262
Offensive virulence factors	Secretion system	Type IV secretion system	bepB	VFG002243
Offensive virulence factors	Secretion system	Type IV secretion system	icmO/dotL	VFG001835
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB9a	VFG040262
Offensive virulence factors	Secretion system	Type IV secretion system	icmH	VFG039101
Offensive virulence factors	Secretion system	Type IV secretion system	mavM	VFG045587
Offensive virulence factors	Secretion system	Type IV secretion system	ravY	VFG045527
Offensive virulence factors	Secretion system	Type IV secretion system	lspJ	VFG001874
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0046	VFG045479
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0375	VFG045492
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1959	VFG045550
Offensive virulence factors	Secretion system	Type IV secretion system	mavF	VFG045565
Offensive virulence factors	Secretion system	Type IV secretion system	cagS	VFG000293
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2223	VFG045560
Offensive virulence factors	Secretion system	Type IV secretion system	virB10/cagY	VFG000287
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2879	VFG045602
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB9b	VFG040302
Offensive virulence factors	Secretion system	Type IV secretion system	icmT	VFG001830, VFG039176
Offensive virulence factors	Secretion system	Type IV secretion system	virB2-6	VFG038997
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2874	VFG045601
Offensive virulence factors	Secretion system	Type IV secretion system	trwM	VFG002258
Offensive virulence factors	Secretion system	Type IV secretion system	icmP	VFG039161
Offensive virulence factors	Secretion system	Type IV secretion system	cegC4	VFG045558
Offensive virulence factors	Secretion system	Type IV secretion system	icmL/dotI	VFG001837
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2443	VFG045575
Offensive virulence factors	Secretion system	Type IV secretion system	dotC	VFG039191, VFG001848
Offensive virulence factors	Secretion system	Type IV secretion system	icmX	VFG001853, VFG039216
Offensive virulence factors	Secretion system	Type IV secretion system	trwD	VFG002269
Offensive virulence factors	Secretion system	Type IV secretion system	virB2	VFG002231, VFG002209
Offensive virulence factors	Secretion system	Type IV secretion system	lspG	VFG001871
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1907	VFG045548
Offensive virulence factors	Secretion system	Type IV secretion system	mavJ	VFG045578
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2628	VFG045590
Offensive virulence factors	Secretion system	Type IV secretion system	trwG	VFG002266
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1124	VFG045511
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2552	VFG045585
Offensive virulence factors	Secretion system	Type IV secretion system	legA1	VFG045570
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2372	VFG045568
Offensive virulence factors	Secretion system	Type IV secretion system	virB8/cagV	VFG000290
Offensive virulence factors	Secretion system	Type IV secretion system	vipA	VFG002109
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0172	VFG045484
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1667	VFG045533
Offensive virulence factors	Secretion system	Type IV secretion system	virB6-2	VFG038950
Offensive virulence factors	Secretion system	Type IV secretion system	ravL	VFG045508
Offensive virulence factors	Secretion system	Type IV secretion system	legD2	VFG045497
Offensive virulence factors	Secretion system	Type IV secretion system	virB4	VFG001981, VFG002211, VFG002233
Offensive virulence factors	Secretion system	Type IV secretion system	sdeB	VFG002115
Offensive virulence factors	Secretion system	Type IV secretion system	ceg25	VFG045546
Offensive virulence factors	Secretion system	Type IV secretion system	dotB	VFG039196, VFG001849
Offensive virulence factors	Secretion system	Type IV secretion system	virB9-1	VFG039046
Offensive virulence factors	Secretion system	Type IV secretion system	cagP	VFG000295
Offensive virulence factors	Secretion system	Type IV secretion system	icmK	VFG039136
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2420	VFG045571
Offensive virulence factors	Secretion system	Type IV secretion system	icmG/dotF	VFG001840
Offensive virulence factors	Secretion system	Type IV secretion system	cag3	VFG000282
Offensive virulence factors	Secretion system	Type IV secretion system	ravJ	VFG045502
Offensive virulence factors	Secretion system	Type IV secretion system	bepF	VFG002247
Offensive virulence factors	Secretion system	Type IV secretion system	virB5	VFG002212, VFG002234
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2975	VFG045608
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1670	VFG045534
Offensive virulence factors	Secretion system	Type IV secretion system	virB6-3	VFG038957
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0260	VFG045490
Offensive virulence factors	Secretion system	Type IV secretion system	virB2-7	VFG038993
Offensive virulence factors	Secretion system	Type IV secretion system	virB2-8	VFG038986
Offensive virulence factors	Secretion system	Type IV secretion system	ravI	VFG045501
Offensive virulence factors	Secretion system	Type IV secretion system	virB4-1	VFG038936
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2541	VFG045583
Offensive virulence factors	Secretion system	Type IV secretion system	lvgA	VFG002102
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2505	VFG045579
Offensive virulence factors	Secretion system	Type IV secretion system	legY	VFG045495
Offensive virulence factors	Secretion system	Type IV secretion system	mavN	VFG045597
Offensive virulence factors	Secretion system	Type IV secretion system	ravA	VFG045475
Offensive virulence factors	Secretion system	Type IV secretion system	bepE	VFG002246
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0716	VFG045498
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB3	VFG039832
Offensive virulence factors	Secretion system	Type IV secretion system	ravH	VFG045499
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1453	VFG045524
Offensive virulence factors	Secretion system	Type IV secretion system	trwN	VFG002249
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1639	VFG045529
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2888	VFG045605
Offensive virulence factors	Secretion system	Type IV secretion system	icmJ/dotN	VFG001843
Offensive virulence factors	Secretion system	Type IV secretion system	virB3	VFG038929, VFG002210, VFG002232
Offensive virulence factors	Secretion system	Type IV secretion system	icmW	VFG039211, VFG001852
Offensive virulence factors	Secretion system	Type IV secretion system	virB7	VFG002236, VFG002214, VFG039059
Offensive virulence factors	Secretion system	Type IV secretion system	ceg2	VFG045480
Offensive virulence factors	Secretion system	Type IV secretion system	mavL	VFG045580
Offensive virulence factors	Secretion system	Type IV secretion system	cag2	VFG000281
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2832	VFG045599
Offensive virulence factors	Secretion system	Type IV secretion system	trwJ2	VFG002263
Offensive virulence factors	Secretion system	Type IV secretion system	virB2/cagC	VFG000305
Offensive virulence factors	Secretion system	Type IV secretion system	virB6-4	VFG038964
Offensive virulence factors	Secretion system	Type IV secretion system	sidE/laiD	VFG002113
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB8b	VFG040222
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1924	VFG045549
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0181	VFG045485
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1888	VFG045547
Offensive virulence factors	Secretion system	Type IV secretion system	icmM/dotJ	VFG001836
Offensive virulence factors	Secretion system	Type IV secretion system	ravT	VFG045521
Offensive virulence factors	Secretion system	Type IV secretion system	ravK	VFG045505
Offensive virulence factors	Secretion system	Type IV secretion system	coxigA/icmR	VFG039171
Offensive virulence factors	Secretion system	Type IV secretion system	ylfA/legC7	VFG002100
Offensive virulence factors	Secretion system	Type IV secretion system	vipE	VFG002111
Offensive virulence factors	Secretion system	Type IV secretion system	ravZ	VFG045535
Offensive virulence factors	Secretion system	Type IV secretion system	virB6	VFG002213, VFG002235
Offensive virulence factors	Secretion system	Type IV secretion system	trwL4	VFG002253
Offensive virulence factors	Secretion system	Type IV secretion system	trwL6	VFG002255
Offensive virulence factors	Secretion system	Type IV secretion system	icmE/dotG	VFG001839
Offensive virulence factors	Secretion system	Type IV secretion system	bepA	VFG002241
Offensive virulence factors	Secretion system	Type IV secretion system	icmD/dotP	VFG001842
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2745	VFG045596
Offensive virulence factors	Secretion system	Type IV secretion system	trwL8	VFG002257
Offensive virulence factors	Secretion system	Type IV secretion system	cagZ	VFG000286
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1803	VFG045545
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2239	VFG045561
Offensive virulence factors	Secretion system	Type IV secretion system	virB6/cagW	VFG000289
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2271	VFG045562
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2555	VFG045586
Offensive virulence factors	Secretion system	Type IV secretion system	sidC	VFG002101
Offensive virulence factors	Secretion system	Type IV secretion system	ravE	VFG045486
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1449	VFG045523
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1106	VFG045507
Offensive virulence factors	Secretion system	Type IV secretion system	virB5/cagL	VFG000298
Offensive virulence factors	Secretion system	Type IV secretion system	ceg15	VFG045496
Offensive virulence factors	Secretion system	Type IV secretion system	rvfA	VFG045543
Offensive virulence factors	Secretion system	Type IV secretion system	icmN/dotK	VFG002163
Offensive virulence factors	Secretion system	Type IV secretion system	icmR	VFG001832
Offensive virulence factors	Secretion system	Type IV secretion system	icmB	VFG039106
Offensive virulence factors	Secretion system	Type IV secretion system	lspM	VFG001879
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB11	VFG040382
Offensive virulence factors	Secretion system	Type IV secretion system	virB9	VFG002238, VFG001977, VFG002216
Offensive virulence factors	Secretion system	Type IV secretion system	mavE	VFG045564
Offensive virulence factors	Secretion system	Type IV secretion system	ravQ	VFG045516
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2539	VFG045582
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2050	VFG045553
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2844	VFG045600
Offensive virulence factors	Secretion system	Type IV secretion system	icmC/dotE	VFG001841
Offensive virulence factors	Secretion system	Type IV secretion system	trwE	VFG002268
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2149	VFG045557
Offensive virulence factors	Secretion system	Type IV secretion system	ravW	VFG045522
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1578	VFG045528
Offensive virulence factors	Secretion system	Type IV secretion system	icmL.1	VFG039141
Offensive virulence factors	Secretion system	Type IV secretion system	vipD	VFG002110
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB6c	VFG040031
Offensive virulence factors	Secretion system	Type IV secretion system	cagG	VFG000301
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB6b	VFG039991
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1776	VFG045542
Offensive virulence factors	Secretion system	Type IV secretion system	virB7/cagT	VFG000292
Offensive virulence factors	Secretion system	Type IV secretion system	sidA	VFG002107
Offensive virulence factors	Secretion system	Type IV secretion system	ravO	VFG045512
Offensive virulence factors	Secretion system	Type IV secretion system	ravS	VFG045519
Offensive virulence factors	Secretion system	Type IV secretion system	sidK	VFG045504
Offensive virulence factors	Secretion system	Type IV secretion system	icmN	VFG039151
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB6a	VFG039952
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2538	VFG045581
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2828	VFG045598
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1692	VFG045539
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2912	VFG045606
Offensive virulence factors	Secretion system	Type IV secretion system	sdeA/laiA	VFG002114
Offensive virulence factors	Secretion system	Type IV secretion system	trwF	VFG002267
Offensive virulence factors	Secretion system	Type IV secretion system	virB2-5	VFG039001
Offensive virulence factors	Secretion system	Type IV secretion system	mavH	VFG045573
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB6d	VFG040070
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2885	VFG045604
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2148	VFG045556
Offensive virulence factors	Secretion system	Type IV secretion system	virB8	VFG002215, VFG001976, VFG002237
Offensive virulence factors	Secretion system	Type IV secretion system	virB2-4	VFG039005
Offensive virulence factors	Secretion system	Type IV secretion system	ceg28	VFG045563
Offensive virulence factors	Secretion system	Type IV secretion system	legC1	VFG045520
Offensive virulence factors	Secretion system	Type IV secretion system	sidP	VFG045481
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1684	VFG045536
Offensive virulence factors	Secretion system	Type IV secretion system	icmC	VFG039121
Offensive virulence factors	Secretion system	Type IV secretion system	bepD	VFG002245
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1975	VFG045551
Offensive virulence factors	Secretion system	Type IV secretion system	cagH	VFG000300
Offensive virulence factors	Secretion system	Type IV secretion system	legA7	VFG045493
Offensive virulence factors	Secretion system	Type IV secretion system	ravP	VFG045515
Offensive virulence factors	Secretion system	Type IV secretion system	mavG	VFG045572
Offensive virulence factors	Secretion system	Type IV secretion system	sidG	VFG002119
Offensive virulence factors	Secretion system	Type IV secretion system	virB4-t1	VFG038968
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB6e	VFG040108
Offensive virulence factors	Secretion system	Type IV secretion system	ravC	VFG045483
Offensive virulence factors	Secretion system	Type IV secretion system	virB2-1	VFG039018
Offensive virulence factors	Secretion system	Type IV secretion system	virB8-1	VFG039053
Offensive virulence factors	Secretion system	Type IV secretion system	pilD	VFG001882, VFG002428, VFG000234, VFG001869
Offensive virulence factors	Secretion system	Type IV secretion system	dotD	VFG001847, VFG039186
Offensive virulence factors	Secretion system	Type IV secretion system	dotA	VFG001850, VFG039201
Offensive virulence factors	Secretion system	Type IV secretion system	lpg0364	VFG045491
Offensive virulence factors	Secretion system	Type IV secretion system	rvhD4	VFG040422
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1654	VFG045530
Offensive virulence factors	Secretion system	Type IV secretion system	lspI	VFG001873
Offensive virulence factors	Secretion system	Type IV secretion system	cagN	VFG000297
Offensive virulence factors	Secretion system	Type IV secretion system	lpg1171	VFG045518
Offensive virulence factors	Secretion system	Type IV secretion system	wipC	VFG002105
Offensive virulence factors	Secretion system	Type IV secretion system	virB2-2	VFG039014
Offensive virulence factors	Secretion system	Type IV secretion system	virB8-2	VFG038972
Offensive virulence factors	Secretion system	Type IV secretion system	trwK	VFG002259
Offensive virulence factors	Secretion system	Type IV secretion system	virB9/cagX	VFG000288
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2637	VFG045591
Offensive virulence factors	Secretion system	Type IV secretion system	lpg2382	VFG045569
Offensive virulence factors	Secretion system	Type IV secretion system	wipA	VFG002103
Offensive virulence factors	Secretion system	Type IV secretion system	ravX	VFG045526
Offensive virulence factors	Secretion system	Type IV secretion system	virB11	VFG000285, VFG002218, VFG002240, VFG039032, VFG001979
Offensive virulence factors	Secretion system	Type IV secretion system	icmS	VFG001831, VFG039181
Offensive virulence factors	Secretion system	Type IV secretion system	ravN	VFG045510
Offensive virulence factors	Secretion system	Type IV secretion system	lem28	VFG045589
Offensive virulence factors	Secretion system	Type IV secretion system	rvhB4a	VFG039872
Offensive virulence factors	Secretion system	Type IV secretion system	cag1	VFG000280
Offensive virulence factors	Secretion system	Type IV secretion system	icmJ	VFG039111
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csgA	VFG000458
Offensive virulence factors	Secretion system	Autotransporter (Type V)	lpfC	VFG000454
Offensive virulence factors	Secretion system	Autotransporter (Type V)	tcfA	VFG000010
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csgF	VFG000461
Offensive virulence factors	Secretion system	Autotransporter (Type V)	psaE	VFG000349
Offensive virulence factors	Secretion system	Autotransporter (Type V)	inv	VFG000356
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yapE	VFG042312
Offensive virulence factors	Secretion system	Autotransporter (Type V)	lpfB	VFG000455
Offensive virulence factors	Secretion system	Autotransporter (Type V)	stcE	VFG000846
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hifD	VFG001147
Offensive virulence factors	Secretion system	Autotransporter (Type V)	lifA/efa1	VFG034927
Offensive virulence factors	Secretion system	Autotransporter (Type V)	misL	VFG002304
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csvA	VFG001433
Offensive virulence factors	Secretion system	Autotransporter (Type V)	oapA	VFG000334
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sca1	VFG040545
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yagX/ecpC	VFG002415
Offensive virulence factors	Secretion system	Autotransporter (Type V)	lpfA	VFG000456
Offensive virulence factors	Secretion system	Autotransporter (Type V)	psaF	VFG000350
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hap	VFG001149
Offensive virulence factors	Secretion system	Autotransporter (Type V)	set1B	VFG000860, VFG000636
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimZ	VFG000449
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimB	VFG000871, VFG000007
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sinH	VFG002307
Offensive virulence factors	Secretion system	Autotransporter (Type V)	ompB	VFG040507
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimX	VFG000005
Offensive virulence factors	Secretion system	Autotransporter (Type V)	cofA	VFG001436
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yapC	VFG042311
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yapV	VFG045344
Offensive virulence factors	Secretion system	Autotransporter (Type V)	set1A	VFG000637, VFG000859
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpI	VFG000759
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csnA	VFG001439
Offensive virulence factors	Secretion system	Autotransporter (Type V)	adr1	VFG040585
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpH	VFG000758
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilR	VFG002431, VFG002314, VFG001214
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sfaE	VFG033385, VFG012335
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpF	VFG000756
Offensive virulence factors	Secretion system	Autotransporter (Type V)	vat	VFG000904
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yagW/ecpD	VFG002416
Offensive virulence factors	Secretion system	Autotransporter (Type V)	toxB	VFG000845, VFG002288
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilC	VFG000113, VFG002427, VFG000230, VFG001881, VFG000231, VFG005291
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hia	VFG001150
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hmw2A	VFG001154
Offensive virulence factors	Secretion system	Autotransporter (Type V)	ompA	VFG038176, VFG040466, VFG039077, VFG001443
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csgC	VFG000459
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimI	VFG000444, VFG000874
Offensive virulence factors	Secretion system	Autotransporter (Type V)	cfaB	VFG001435
Offensive virulence factors	Secretion system	Autotransporter (Type V)	psaC	VFG000353
Offensive virulence factors	Secretion system	Autotransporter (Type V)	shdA	VFG002305
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hifB	VFG001145
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilL	VFG002308
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimD	VFG000009, VFG038417, VFG000446, VFG000876
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csgE	VFG000460
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bapC	VFG046121, VFG002444
Offensive virulence factors	Secretion system	Autotransporter (Type V)	espP	VFG000844
Offensive virulence factors	Secretion system	Autotransporter (Type V)	cs3	VFG001430
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yapJ	VFG045343
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csfA	VFG001431
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sca4	VFG040665
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilP	VFG002312, VFG001219
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pic	VFG000903, VFG000861, VFG000635
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yadA	VFG000371
Offensive virulence factors	Secretion system	Autotransporter (Type V)	boaB	VFG002437
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpB	VFG000751
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sfaG	VFG033389, VFG012339
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pefA	VFG000435
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sfaD	VFG012333, VFG033383
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilV	VFG002317, VFG002429, VFG001207
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hmw2C	VFG001156
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpA	VFG000749
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilT	VFG001223, VFG000232, VFG002435
Offensive virulence factors	Secretion system	Autotransporter (Type V)	yagV/ecpE	VFG002417
Offensive virulence factors	Secretion system	Autotransporter (Type V)	csbA	VFG001438
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hmw1A	VFG001151
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pefD	VFG000433
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fhaC	VFG001272
Offensive virulence factors	Secretion system	Autotransporter (Type V)	icsA/virG	VFG000667
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sfaC	VFG033377, VFG012327
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilS	VFG001213, VFG002430, VFG000226, VFG000228, VFG000227, VFG000229, VFG000225, VFG000223, VFG000224, VFG002315, VFG000222
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pefB	VFG000436
Offensive virulence factors	Secretion system	Autotransporter (Type V)	ompP5	VFG000335
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sfaF	VFG012337, VFG033387
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hmw1C	VFG001153
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fimF	VFG038425, VFG000877, VFG000448
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hifA	VFG001144
Offensive virulence factors	Secretion system	Autotransporter (Type V)	ykgK/ecpR	VFG002413
Offensive virulence factors	Secretion system	Autotransporter (Type V)	badA	VFG002270
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpU	VFG000753
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilM	VFG001222, VFG002309
Offensive virulence factors	Secretion system	Autotransporter (Type V)	prn	VFG000002
Offensive virulence factors	Secretion system	Autotransporter (Type V)	hmw1B	VFG001152
Offensive virulence factors	Secretion system	Autotransporter (Type V)	ail	VFG000354
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpJ	VFG000760
Offensive virulence factors	Secretion system	Autotransporter (Type V)	bfpL	VFG000762
Offensive virulence factors	Secretion system	Autotransporter (Type V)	fhaB	VFG000001
Offensive virulence factors	Secretion system	Autotransporter (Type V)	sca2	VFG040863
Offensive virulence factors	Secretion system	Autotransporter (Type V)	pilN	VFG001221, VFG002434, VFG002310
