Level1	Level2	Level3	GeneID	RelatedGenes
Offensive virulence factors	Adherence	-	csgA	VFG000458
Offensive virulence factors	Adherence	-	pebA	VFG001983
Offensive virulence factors	Adherence	-	fbsA	VFG001796
Offensive virulence factors	Adherence	-	lpfC	VFG000454
Offensive virulence factors	Adherence	-	fliI	VFG002499, VFG001254, VFG001896, VFG002331
Offensive virulence factors	Adherence	-	Cj1422c	VFG001950
Offensive virulence factors	Adherence	-	trwL1	VFG002250
Offensive virulence factors	Adherence	-	neuC1	VFG001943
Offensive virulence factors	Adherence	-	flhF	VFG001895, VFG001264, VFG002521
Offensive virulence factors	Adherence	-	chpD	VFG001234
Offensive virulence factors	Adherence	-	lifA/efa1	VFG034927
Offensive virulence factors	Adherence	-	ptlF	VFG000022
Offensive virulence factors	Adherence	-	APH_1203*	VFG045434
Offensive virulence factors	Adherence	-	ompU	VFG043487
Offensive virulence factors	Adherence	-	papE	VFG000899, VFG000888
Offensive virulence factors	Adherence	-	yagX/ecpC	VFG002415
Offensive virulence factors	Adherence	-	cif	VFG033772, VFG042218
Offensive virulence factors	Adherence	-	psaF	VFG000350
Offensive virulence factors	Adherence	-	papK	VFG000887, VFG000898
Offensive virulence factors	Adherence	-	kpsF	VFG001971
Offensive virulence factors	Adherence	-	hap	VFG001149
Offensive virulence factors	Adherence	-	APH_1078*	VFG045415
Offensive virulence factors	Adherence	-	APH_0902*	VFG045402
Offensive virulence factors	Adherence	-	APH_1154*	VFG045426
Offensive virulence factors	Adherence	-	fimZ	VFG000449
Offensive virulence factors	Adherence	-	fctA	VFG042968
Offensive virulence factors	Adherence	-	trwI1	VFG002261
Offensive virulence factors	Adherence	-	sinH	VFG002307
Offensive virulence factors	Adherence	-	gbs0630	VFG005283
Offensive virulence factors	Adherence	-	map	VFG001799, VFG000806
Offensive virulence factors	Adherence	-	fbsB	VFG005215
Offensive virulence factors	Adherence	-	APH_1226*	VFG045435
Offensive virulence factors	Adherence	-	p44-79	VFG045386
Offensive virulence factors	Adherence	-	srtC-3/srtD	VFG005310
Offensive virulence factors	Adherence	-	rck	VFG000442
Offensive virulence factors	Adherence	-	APH_1343*	VFG045453
Offensive virulence factors	Adherence	-	bfpI	VFG000759
Offensive virulence factors	Adherence	-	gbs0628	VFG005277
Offensive virulence factors	Adherence	-	bfpH	VFG000758
Offensive virulence factors	Adherence	-	fbpA	VFG002160, VFG001205
Offensive virulence factors	Adherence	-	APH_1125	VFG045367
Offensive virulence factors	Adherence	-	virB10	VFG039039, VFG001978, VFG002217, VFG002239
Offensive virulence factors	Adherence	-	toxB	VFG000845, VFG002288
Offensive virulence factors	Adherence	-	flpC	VFG038545
Offensive virulence factors	Adherence	-	hldD	VFG002028
Offensive virulence factors	Adherence	-	lmb	VFG001330
Offensive virulence factors	Adherence	-	lepA	VFG042967, VFG002098
Offensive virulence factors	Adherence	-	pilL	VFG002308
Offensive virulence factors	Adherence	-	hifB	VFG001145
Offensive virulence factors	Adherence	-	gluE	VFG000314
Offensive virulence factors	Adherence	-	spaF	VFG002204
Offensive virulence factors	Adherence	-	focD	VFG000912
Offensive virulence factors	Adherence	-	APH_1401*	VFG045462
Offensive virulence factors	Adherence	-	emm	VFG000950, VFG000955, VFG000968
Offensive virulence factors	Adherence	-	p216	VFG016472
Offensive virulence factors	Adherence	-	lpxB	VFG000323
Offensive virulence factors	Adherence	-	tcpR	VFG000095
Offensive virulence factors	Adherence	-	yadA	VFG000371
Offensive virulence factors	Adherence	-	Cj1426c	VFG001954
Offensive virulence factors	Adherence	-	APH_0132*	VFG045392
Offensive virulence factors	Adherence	-	adeF	VFG037705
Offensive virulence factors	Adherence	-	p200	VFG002032
Offensive virulence factors	Adherence	-	bfpB	VFG000751
Offensive virulence factors	Adherence	-	mhp385	VFG046119
Offensive virulence factors	Adherence	-	pavA	VFG005197
Offensive virulence factors	Adherence	-	rfaK	VFG000242
Offensive virulence factors	Adherence	-	APH_0174	VFG045357
Offensive virulence factors	Adherence	-	mshE	VFG038590, VFG006962
Offensive virulence factors	Adherence	-	cyaB	VFG001269
Offensive virulence factors	Adherence	-	mshM	VFG038596, VFG006950
Offensive virulence factors	Adherence	-	wzz	VFG000137
Offensive virulence factors	Adherence	-	fimT	VFG001215
Offensive virulence factors	Adherence	-	trwD	VFG002269
Offensive virulence factors	Adherence	-	draA	VFG000942
Offensive virulence factors	Adherence	-	rfbC	VFG001958
Offensive virulence factors	Adherence	-	yagV/ecpE	VFG002417
Offensive virulence factors	Adherence	-	csbA	VFG001438
Offensive virulence factors	Adherence	-	VP1611	VFG045345
Offensive virulence factors	Adherence	-	trwG	VFG002266
Offensive virulence factors	Adherence	-	fhaC	VFG001272
Offensive virulence factors	Adherence	-	waaC	VFG000142, VFG002024
Offensive virulence factors	Adherence	-	sfaC	VFG033377, VFG012327
Offensive virulence factors	Adherence	-	pilS	VFG001213, VFG002430, VFG000226, VFG000228, VFG000227, VFG000229, VFG000225, VFG000223, VFG000224, VFG002315, VFG000222
Offensive virulence factors	Adherence	-	pefB	VFG000436
Offensive virulence factors	Adherence	-	scpB	VFG001797
Offensive virulence factors	Adherence	-	Cj1427c	VFG001955
Offensive virulence factors	Adherence	-	chpC	VFG001233
Offensive virulence factors	Adherence	-	APH_1389*	VFG045457
Offensive virulence factors	Adherence	-	virB4	VFG001981, VFG002211, VFG002233
Offensive virulence factors	Adherence	-	p44-72	VFG045362
Offensive virulence factors	Adherence	-	fcl	VFG001956
Offensive virulence factors	Adherence	-	hldE	VFG002027
Offensive virulence factors	Adherence	-	APH_0953*	VFG045407
Offensive virulence factors	Adherence	-	papH	VFG000894, VFG000883
Offensive virulence factors	Adherence	-	p44-63	VFG045388
Offensive virulence factors	Adherence	-	APH_1324*	VFG045448
Offensive virulence factors	Adherence	-	APH_0936*	VFG045405
Offensive virulence factors	Adherence	-	waaV	VFG001947
Offensive virulence factors	Adherence	-	APH_0145	VFG045353
Offensive virulence factors	Adherence	-	prn	VFG000002
Offensive virulence factors	Adherence	-	Cj1432c	VFG001960
Offensive virulence factors	Adherence	-	bfpL	VFG000762
Offensive virulence factors	Adherence	-	aatA	VFG000867
Offensive virulence factors	Adherence	-	agg3B	VFG000856
Offensive virulence factors	Adherence	-	spaB	VFG002200
Offensive virulence factors	Adherence	-	pilN	VFG001221, VFG002434, VFG002310
Offensive virulence factors	Adherence	-	pefC	VFG000434
Offensive virulence factors	Adherence	-	flpJ	VFG038517
Offensive virulence factors	Adherence	-	aatC	VFG000869
Offensive virulence factors	Adherence	-	sfaY	VFG042389
Offensive virulence factors	Adherence	-	p44-68	VFG045397
Offensive virulence factors	Adherence	-	dnt	VFG000026
Offensive virulence factors	Adherence	-	hmw2B	VFG001155
Offensive virulence factors	Adherence	-	Cj1416c	VFG001989
Offensive virulence factors	Adherence	-	fliM	VFG002335, VFG001893, VFG001256, VFG002491
Offensive virulence factors	Adherence	-	papB	VFG000881, VFG000892
Offensive virulence factors	Adherence	-	hsf	VFG001157
Offensive virulence factors	Adherence	-	virB6	VFG002213, VFG002235
Offensive virulence factors	Adherence	-	cssA	VFG001432
Offensive virulence factors	Adherence	-	adr2	VFG040625
Offensive virulence factors	Adherence	-	p44-1	VFG045373
Offensive virulence factors	Adherence	-	tppF	VFG038497
Offensive virulence factors	Adherence	-	pilF	VFG000233, VFG001217
Offensive virulence factors	Adherence	-	papJ	VFG000886, VFG000897
Offensive virulence factors	Adherence	-	mshK	VFG038603, VFG006938
Offensive virulence factors	Adherence	-	rfbD	VFG000321
Offensive virulence factors	Adherence	-	p30/p32	VFG002036
Offensive virulence factors	Adherence	-	cadF	VFG001931
Offensive virulence factors	Adherence	-	sfaB	VFG012329, VFG033379
Offensive virulence factors	Adherence	-	tapC	VFG038436
Offensive virulence factors	Adherence	-	mshA	VFG038581, VFG006986
Offensive virulence factors	Adherence	-	p44-15b	VFG045377
Offensive virulence factors	Adherence	-	yagZ/ecpA	VFG002414
Offensive virulence factors	Adherence	-	pgaA	VFG037650
Offensive virulence factors	Adherence	-	APH_1255*	VFG045442
Offensive virulence factors	Adherence	-	spaA	VFG002201
Offensive virulence factors	Adherence	-	badA/vomp/brp	VFG002271, VFG002273, VFG002272
Offensive virulence factors	Adherence	-	cswA	VFG001434
Offensive virulence factors	Adherence	-	csgB	VFG000457
Offensive virulence factors	Adherence	-	fbp54	VFG000959
Offensive virulence factors	Adherence	-	pilA	VFG005299, VFG002425, VFG000111
Offensive virulence factors	Adherence	-	icaR	VFG001284
Offensive virulence factors	Adherence	-	flpA	VFG038553
Offensive virulence factors	Adherence	-	Cj1433c	VFG001961
Offensive virulence factors	Adherence	-	scm	VFG043519
Offensive virulence factors	Adherence	-	spaD	VFG002202
Offensive virulence factors	Adherence	-	csuA	VFG037573
Offensive virulence factors	Adherence	-	ptlA	VFG000016
Offensive virulence factors	Adherence	-	draE2	VFG001424
Offensive virulence factors	Adherence	-	agg3A	VFG000855
Offensive virulence factors	Adherence	-	flhB	VFG002357, VFG002523, VFG001900, VFG001262
Offensive virulence factors	Adherence	-	agg3C	VFG000857
Offensive virulence factors	Adherence	-	p44-16b	VFG045383
Offensive virulence factors	Adherence	-	srtG1	VFG042974
Offensive virulence factors	Adherence	-	tcpT	VFG000098
Offensive virulence factors	Adherence	-	flpH	VFG038525
Offensive virulence factors	Adherence	-	fliN	VFG002336, VFG001257, VFG002492, VFG001903
Offensive virulence factors	Adherence	-	orf19	VFG000736
Offensive virulence factors	Adherence	-	draC	VFG000944
Offensive virulence factors	Adherence	-	flpG	VFG038529
Offensive virulence factors	Adherence	-	fliO	VFG002493, VFG002337, VFG001258
Offensive virulence factors	Adherence	-	fliF	VFG002502, VFG001897, VFG002328, VFG001251
Offensive virulence factors	Adherence	-	mshH	VFG006920
Offensive virulence factors	Adherence	-	yapK	VFG045342
Offensive virulence factors	Adherence	-	boaA	VFG002436
Offensive virulence factors	Adherence	-	mshD	VFG006998, VFG038572
Offensive virulence factors	Adherence	-	APH_1342*	VFG045452
Offensive virulence factors	Adherence	-	lapB	VFG032762
Offensive virulence factors	Adherence	-	APH_1273	VFG045382
Offensive virulence factors	Adherence	-	fliP	VFG001259, VFG002494, VFG002338, VFG001915
Offensive virulence factors	Adherence	-	fimA	VFG000006, VFG000443, VFG038409, VFG000873
Offensive virulence factors	Adherence	-	lpfE	VFG000452
Offensive virulence factors	Adherence	-	APH_0144	VFG045352
Offensive virulence factors	Adherence	-	flgH	VFG002514, VFG001241, VFG002345, VFG001911
Offensive virulence factors	Adherence	-	flgJ	VFG001243, VFG002516, VFG002343
Offensive virulence factors	Adherence	-	afaE-I	VFG001426
Offensive virulence factors	Adherence	-	fnbA	VFG001283
Offensive virulence factors	Adherence	-	aap/aspU	VFG000865
Offensive virulence factors	Adherence	-	fliR	VFG002340, VFG001918, VFG001261, VFG002496
Offensive virulence factors	Adherence	-	csuB	VFG037586
Offensive virulence factors	Adherence	-	APH_1248*	VFG045440
Offensive virulence factors	Adherence	-	lgtG	VFG000248
Offensive virulence factors	Adherence	-	afaE-III	VFG001425
Offensive virulence factors	Adherence	-	p44-14	VFG045374
Offensive virulence factors	Adherence	-	flpL	VFG038509
Offensive virulence factors	Adherence	-	babB/hopT	VFG000325
Offensive virulence factors	Adherence	-	mhp683	VFG046120
Offensive virulence factors	Adherence	-	clfB	VFG001290
Offensive virulence factors	Adherence	-	trwL2	VFG002251
Offensive virulence factors	Adherence	-	tcfA	VFG000010
Offensive virulence factors	Adherence	-	flgF	VFG002512, VFG001239, VFG001912, VFG002347
Offensive virulence factors	Adherence	-	csgF	VFG000461
Offensive virulence factors	Adherence	-	APH_1284*	VFG045445
Offensive virulence factors	Adherence	-	psaE	VFG000349
Offensive virulence factors	Adherence	-	fnbB	VFG001282
Offensive virulence factors	Adherence	-	APH_1328*	VFG045449
Offensive virulence factors	Adherence	-	trwL7	VFG002256
Offensive virulence factors	Adherence	-	p102	VFG016466
Offensive virulence factors	Adherence	-	spaC	VFG002199
Offensive virulence factors	Adherence	-	chp	VFG002422
Offensive virulence factors	Adherence	-	p44-18ES	VFG045375
Offensive virulence factors	Adherence	-	pgaD	VFG037692
Offensive virulence factors	Adherence	-	pilJ	VFG001228
Offensive virulence factors	Adherence	-	lytB	VFG001356
Offensive virulence factors	Adherence	-	misL	VFG002304
Offensive virulence factors	Adherence	-	espD	VFG002392, VFG000799, VFG000743
Offensive virulence factors	Adherence	-	inlF	VFG032821
Offensive virulence factors	Adherence	-	sca1	VFG040545
Offensive virulence factors	Adherence	-	virD4	VFG001980, VFG000284, VFG002242, VFG039025
Offensive virulence factors	Adherence	-	spaI	VFG002205
Offensive virulence factors	Adherence	-	flgD	VFG002349, VFG001890, VFG001237, VFG002510
Offensive virulence factors	Adherence	-	APH_0632*	VFG045359
Offensive virulence factors	Adherence	-	focF	VFG000913
Offensive virulence factors	Adherence	-	APH_1169	VFG045370
Offensive virulence factors	Adherence	-	lgtE	VFG000247
Offensive virulence factors	Adherence	-	tcpJ	VFG000102
Offensive virulence factors	Adherence	-	fimB	VFG000871, VFG000007
Offensive virulence factors	Adherence	-	trwL5	VFG002254
Offensive virulence factors	Adherence	-	Cj1442c	VFG001970
Offensive virulence factors	Adherence	-	fimX	VFG000005
Offensive virulence factors	Adherence	-	cofA	VFG001436
Offensive virulence factors	Adherence	-	lap	VFG006717
Offensive virulence factors	Adherence	-	p44-69	VFG045399
Offensive virulence factors	Adherence	-	lytC	VFG001377
Offensive virulence factors	Adherence	-	yapV	VFG045344
Offensive virulence factors	Adherence	-	flhA	VFG001916, VFG002522, VFG001263, VFG002356
Offensive virulence factors	Adherence	-	kpsE	VFG001973
Offensive virulence factors	Adherence	-	ptxD	VFG000013
Offensive virulence factors	Adherence	-	APH_1391*	VFG045459
Offensive virulence factors	Adherence	-	tapP	VFG038456
Offensive virulence factors	Adherence	-	sfaE	VFG033385, VFG012335
Offensive virulence factors	Adherence	-	chpA	VFG001231
Offensive virulence factors	Adherence	-	pilK	VFG001229
Offensive virulence factors	Adherence	-	hia	VFG001150
Offensive virulence factors	Adherence	-	hasA	VFG000962
Offensive virulence factors	Adherence	-	ompA	VFG038176, VFG040466, VFG039077, VFG001443
Offensive virulence factors	Adherence	-	fimU	VFG001216
Offensive virulence factors	Adherence	-	waaP	VFG000140
Offensive virulence factors	Adherence	-	cfaB	VFG001435
Offensive virulence factors	Adherence	-	bepG	VFG002248
Offensive virulence factors	Adherence	-	trwI2	VFG002264
Offensive virulence factors	Adherence	-	papF	VFG000900, VFG000889
Offensive virulence factors	Adherence	-	ace	VFG002166, VFG000110
Offensive virulence factors	Adherence	-	fimD	VFG000009, VFG038417, VFG000446, VFG000876
Offensive virulence factors	Adherence	-	Cj1135	VFG001936
Offensive virulence factors	Adherence	-	bapC	VFG046121, VFG002444
Offensive virulence factors	Adherence	-	yapJ	VFG045343
Offensive virulence factors	Adherence	-	sca4	VFG040665
Offensive virulence factors	Adherence	-	APH_1408*	VFG045463
Offensive virulence factors	Adherence	-	p44-71	VFG045361
Offensive virulence factors	Adherence	-	tapM	VFG038444
Offensive virulence factors	Adherence	-	sfaG	VFG033389, VFG012339
Offensive virulence factors	Adherence	-	rfaF	VFG000241
Offensive virulence factors	Adherence	-	IlpA	VFG045346
Offensive virulence factors	Adherence	-	tcpP	VFG000089
Offensive virulence factors	Adherence	-	p44-12	VFG045378
Offensive virulence factors	Adherence	-	kpsT	VFG001974, VFG001449
Offensive virulence factors	Adherence	-	aggB	VFG000848
Offensive virulence factors	Adherence	-	pilV	VFG002317, VFG002429, VFG001207
Offensive virulence factors	Adherence	-	EF0149	VFG002171
Offensive virulence factors	Adherence	-	p44-24	VFG045385
Offensive virulence factors	Adherence	-	APH_0134*	VFG045393
Offensive virulence factors	Adherence	-	focH	VFG000915
Offensive virulence factors	Adherence	-	sdrE	VFG001281
Offensive virulence factors	Adherence	-	APH_1241*	VFG045438
Offensive virulence factors	Adherence	-	hmw1A	VFG001151
Offensive virulence factors	Adherence	-	pilW	VFG001208
Offensive virulence factors	Adherence	-	hddA	VFG001953
Offensive virulence factors	Adherence	-	waaA	VFG000141
Offensive virulence factors	Adherence	-	APH_0142	VFG045351
Offensive virulence factors	Adherence	-	adeG	VFG037720
Offensive virulence factors	Adherence	-	wzy	VFG000138
Offensive virulence factors	Adherence	-	ptlC	VFG000018
Offensive virulence factors	Adherence	-	ptxA	VFG000011
Offensive virulence factors	Adherence	-	tcpS	VFG000097
Offensive virulence factors	Adherence	-	mshJ	VFG038607, VFG006932
Offensive virulence factors	Adherence	-	mshI	VFG038615, VFG006926
Offensive virulence factors	Adherence	-	mshP	VFG038564
Offensive virulence factors	Adherence	-	Cj1136	VFG001937
Offensive virulence factors	Adherence	-	fliC	VFG001246, VFG002322, VFG002321, VFG002323, VFG002535
Offensive virulence factors	Adherence	-	sgrA	VFG043511
Offensive virulence factors	Adherence	-	APH_0900*	VFG045401
Offensive virulence factors	Adherence	-	wbcJ	VFG000322
Offensive virulence factors	Adherence	-	badA	VFG002270
Offensive virulence factors	Adherence	-	APH_0030*	VFG045389
Offensive virulence factors	Adherence	-	tapB	VFG038432
Offensive virulence factors	Adherence	-	flpK	VFG038513
Offensive virulence factors	Adherence	-	pilM	VFG001222, VFG002309
Offensive virulence factors	Adherence	-	bepE	VFG002246
Offensive virulence factors	Adherence	-	APH_1123*	VFG045423
Offensive virulence factors	Adherence	-	pitB	VFG042973
Offensive virulence factors	Adherence	-	porA	VFG001985
Offensive virulence factors	Adherence	-	virB7	VFG002236, VFG002214, VFG039059
Offensive virulence factors	Adherence	-	eae	VFG000739, VFG000803
Offensive virulence factors	Adherence	-	icaD	VFG001286
Offensive virulence factors	Adherence	-	APH_0951*	VFG045406
Offensive virulence factors	Adherence	-	lpfD	VFG000453
Offensive virulence factors	Adherence	-	aatB	VFG000868
Offensive virulence factors	Adherence	-	fleQ	VFG001248
Offensive virulence factors	Adherence	-	trwJ2	VFG002263
Offensive virulence factors	Adherence	-	tcpQ	VFG000093
Offensive virulence factors	Adherence	-	tppB	VFG038480
Offensive virulence factors	Adherence	-	pilO	VFG002311, VFG002433, VFG001220
Offensive virulence factors	Adherence	-	flpB	VFG038549
Offensive virulence factors	Adherence	-	APH_1242*	VFG045439
Offensive virulence factors	Adherence	-	fliJ	VFG001255, VFG002498, VFG002332
Offensive virulence factors	Adherence	-	APH_1172	VFG045371
Offensive virulence factors	Adherence	-	bepA	VFG002241
Offensive virulence factors	Adherence	-	csuE	VFG037625
Offensive virulence factors	Adherence	-	ptlH	VFG000024
Offensive virulence factors	Adherence	-	APH_1081*	VFG045417
Offensive virulence factors	Adherence	-	APH_1238*	VFG045437
Offensive virulence factors	Adherence	-	pilU	VFG001224, VFG002316
Offensive virulence factors	Adherence	-	pla	VFG000417
Offensive virulence factors	Adherence	-	sic	VFG000972
Offensive virulence factors	Adherence	-	yagY/ecpB	VFG002412
Offensive virulence factors	Adherence	-	xcpA/pilD	VFG000114
Offensive virulence factors	Adherence	-	pilI	VFG001227
Offensive virulence factors	Adherence	-	APH_0980*	VFG045408
Offensive virulence factors	Adherence	-	virB9	VFG002238, VFG001977, VFG002216
Offensive virulence factors	Adherence	-	focC	VFG000911
Offensive virulence factors	Adherence	-	clfA	VFG001289
Offensive virulence factors	Adherence	-	cna	VFG001291
Offensive virulence factors	Adherence	-	psaA	VFG000351
Offensive virulence factors	Adherence	-	cpa	VFG000949, VFG005233
Offensive virulence factors	Adherence	-	aipA	VFG039088
Offensive virulence factors	Adherence	-	acm	VFG043518
Offensive virulence factors	Adherence	-	srtC-1/srtB	VFG005307
Offensive virulence factors	Adherence	-	psaB	VFG000352
Offensive virulence factors	Adherence	-	efa1	VFG001534
Offensive virulence factors	Adherence	-	mhp107	VFG046118
Offensive virulence factors	Adherence	-	p44-16	VFG045380
Offensive virulence factors	Adherence	-	papA	VFG000893, VFG000882
Offensive virulence factors	Adherence	-	fim3	VFG000004
Offensive virulence factors	Adherence	-	papD	VFG000885, VFG000896
Offensive virulence factors	Adherence	-	APH_1177*	VFG045428
Offensive virulence factors	Adherence	-	fimV	VFG001230
Offensive virulence factors	Adherence	-	draP	VFG000946
Offensive virulence factors	Adherence	-	adeH	VFG037735
Offensive virulence factors	Adherence	-	tapV	VFG038501
Offensive virulence factors	Adherence	-	orf6/MgpC/crmA	VFG002030
Offensive virulence factors	Adherence	-	fbaB	VFG000948
Offensive virulence factors	Adherence	-	virB8	VFG002215, VFG001976, VFG002237
Offensive virulence factors	Adherence	-	APH_1063*	VFG045411
Offensive virulence factors	Adherence	-	neuB1	VFG001942
Offensive virulence factors	Adherence	-	fliD	VFG001909, VFG001247, VFG002324, VFG002536
Offensive virulence factors	Adherence	-	APH_0172	VFG045356
Offensive virulence factors	Adherence	-	srtC1	VFG042969
Offensive virulence factors	Adherence	-	espH	VFG000734, VFG000808
Offensive virulence factors	Adherence	-	mshF	VFG038584, VFG006974
Offensive virulence factors	Adherence	-	bfpD	VFG000754
Offensive virulence factors	Adherence	-	ptxB	VFG000012
Offensive virulence factors	Adherence	-	fimW	VFG000451
Offensive virulence factors	Adherence	-	papG	VFG000890, VFG000901
Offensive virulence factors	Adherence	-	cooA	VFG001429
Offensive virulence factors	Adherence	-	papC	VFG000884, VFG000895
Offensive virulence factors	Adherence	-	APH_0226	VFG045358
Offensive virulence factors	Adherence	-	EF0485	VFG002172
Offensive virulence factors	Adherence	-	lgtF	VFG000246
Offensive virulence factors	Adherence	-	pilE	VFG000221, VFG001212
Offensive virulence factors	Adherence	-	cstIII	VFG001941
Offensive virulence factors	Adherence	-	Cj1440c	VFG001968
Offensive virulence factors	Adherence	-	fliH	VFG002500, VFG002330, VFG001253, VFG001899
Offensive virulence factors	Adherence	-	kpsD	VFG001448, VFG001972
Offensive virulence factors	Adherence	-	espG	VFG000709, VFG000833
Offensive virulence factors	Adherence	-	APH_1352*	VFG045456
Offensive virulence factors	Adherence	-	tapF	VFG038505
Offensive virulence factors	Adherence	-	APH_1018*	VFG045410
Offensive virulence factors	Adherence	-	flgK	VFG002342, VFG001244, VFG002517, VFG001927
Offensive virulence factors	Adherence	-	APH_1330*	VFG045451
Offensive virulence factors	Adherence	-	srtC	VFG042979
Offensive virulence factors	Adherence	-	fleN	VFG001265
Offensive virulence factors	Adherence	-	lpfB	VFG000455
Offensive virulence factors	Adherence	-	yapE	VFG042312
Offensive virulence factors	Adherence	-	hifD	VFG001147
Offensive virulence factors	Adherence	-	cyaA	VFG000025
Offensive virulence factors	Adherence	-	sipA	VFG042972
Offensive virulence factors	Adherence	-	mshC	VFG006992, VFG038576
Offensive virulence factors	Adherence	-	sbi	VFG002421
Offensive virulence factors	Adherence	-	APH_0115*	VFG045391
Offensive virulence factors	Adherence	-	APH_1253*	VFG045441
Offensive virulence factors	Adherence	-	pce	VFG001354
Offensive virulence factors	Adherence	-	csvA	VFG001433
Offensive virulence factors	Adherence	-	p44-2	VFG045372
Offensive virulence factors	Adherence	-	APH_1194*	VFG045432
Offensive virulence factors	Adherence	-	wlaN	VFG001940
Offensive virulence factors	Adherence	-	lpfA	VFG000456
Offensive virulence factors	Adherence	-	tapU	VFG038468
Offensive virulence factors	Adherence	-	gmhA2	VFG001952
Offensive virulence factors	Adherence	-	flpF	VFG038533
Offensive virulence factors	Adherence	-	mshI1	VFG038611
Offensive virulence factors	Adherence	-	adsA	VFG002420
Offensive virulence factors	Adherence	-	nleA/espI	VFG002121
Offensive virulence factors	Adherence	-	tcpI	VFG000088
Offensive virulence factors	Adherence	-	ompB	VFG040507
Offensive virulence factors	Adherence	-	yapC	VFG042311
Offensive virulence factors	Adherence	-	tapT	VFG038464
Offensive virulence factors	Adherence	-	APH_0214*	VFG045395
Offensive virulence factors	Adherence	-	APH_1361	VFG045469
Offensive virulence factors	Adherence	-	bslA/yuaB	VFG045350
Offensive virulence factors	Adherence	-	bepC	VFG002244
Offensive virulence factors	Adherence	-	asa1	VFG002173
Offensive virulence factors	Adherence	-	csnA	VFG001439
Offensive virulence factors	Adherence	-	APH_1124	VFG045366
Offensive virulence factors	Adherence	-	sfaX	VFG042390
Offensive virulence factors	Adherence	-	adr1	VFG040585
Offensive virulence factors	Adherence	-	APH_1272*	VFG045381
Offensive virulence factors	Adherence	-	tcpA	VFG000091
Offensive virulence factors	Adherence	-	rrgC	VFG005305
Offensive virulence factors	Adherence	-	gbs0632	VFG005289
Offensive virulence factors	Adherence	-	yagW/ecpD	VFG002416
Offensive virulence factors	Adherence	-	icaC	VFG001288
Offensive virulence factors	Adherence	-	mshQ	VFG038561
Offensive virulence factors	Adherence	-	Cj1437c	VFG001965
Offensive virulence factors	Adherence	-	draD	VFG000945
Offensive virulence factors	Adherence	-	Cj1144c	VFG001945
Offensive virulence factors	Adherence	-	shdA	VFG002305
Offensive virulence factors	Adherence	-	gmhA	VFG002026, VFG002554
Offensive virulence factors	Adherence	-	scpA	VFG000974
Offensive virulence factors	Adherence	-	csgE	VFG000460
Offensive virulence factors	Adherence	-	cs3	VFG001430
Offensive virulence factors	Adherence	-	csfA	VFG001431
Offensive virulence factors	Adherence	-	tapN	VFG038448
Offensive virulence factors	Adherence	-	APH_1313*	VFG045447
Offensive virulence factors	Adherence	-	ptlD	VFG000019
Offensive virulence factors	Adherence	-	hmw2	VFG002029
Offensive virulence factors	Adherence	-	mshL	VFG006944, VFG038600
Offensive virulence factors	Adherence	-	ptxC	VFG000015
Offensive virulence factors	Adherence	-	aatD	VFG000870
Offensive virulence factors	Adherence	-	draB	VFG000943
Offensive virulence factors	Adherence	-	sfaD	VFG012333, VFG033383
Offensive virulence factors	Adherence	-	omp28	VFG001865
Offensive virulence factors	Adherence	-	flgG	VFG001913, VFG002513, VFG002346, VFG001240
Offensive virulence factors	Adherence	-	spaG	VFG002207
Offensive virulence factors	Adherence	-	pefA	VFG000435
Offensive virulence factors	Adherence	-	Cj1434c	VFG001962
Offensive virulence factors	Adherence	-	trwM	VFG002258
Offensive virulence factors	Adherence	-	ebp	VFG001278
Offensive virulence factors	Adherence	-	tapQ	VFG038460
Offensive virulence factors	Adherence	-	scn	VFG002423
Offensive virulence factors	Adherence	-	virB2	VFG002231, VFG002209
Offensive virulence factors	Adherence	-	hmw2C	VFG001156
Offensive virulence factors	Adherence	-	gluP	VFG000313
Offensive virulence factors	Adherence	-	bfpA	VFG000749
Offensive virulence factors	Adherence	-	pefD	VFG000433
Offensive virulence factors	Adherence	-	pgaC	VFG037678
Offensive virulence factors	Adherence	-	pavB/pfbB	VFG043504
Offensive virulence factors	Adherence	-	ptxE	VFG000014
Offensive virulence factors	Adherence	-	ompP5	VFG000335
Offensive virulence factors	Adherence	-	flgC	VFG001906, VFG002350, VFG001236, VFG002509
Offensive virulence factors	Adherence	-	espA	VFG002387, VFG000742, VFG000800
Offensive virulence factors	Adherence	-	sfaF	VFG012337, VFG033387
Offensive virulence factors	Adherence	-	fimF	VFG038425, VFG000877, VFG000448
Offensive virulence factors	Adherence	-	hmw1C	VFG001153
Offensive virulence factors	Adherence	-	hifA	VFG001144
Offensive virulence factors	Adherence	-	hasB	VFG000963
Offensive virulence factors	Adherence	-	APH_1076	VFG045364
Offensive virulence factors	Adherence	-	flpE	VFG038537
Offensive virulence factors	Adherence	-	papI	VFG000891, VFG000880
Offensive virulence factors	Adherence	-	APH_0146	VFG045354
Offensive virulence factors	Adherence	-	ykgK/ecpR	VFG002413
Offensive virulence factors	Adherence	-	aafA	VFG000851
Offensive virulence factors	Adherence	-	p44-70	VFG045360
Offensive virulence factors	Adherence	-	APH_0076*	VFG045390
Offensive virulence factors	Adherence	-	cyaE	VFG001271
Offensive virulence factors	Adherence	-	trwN	VFG002249
Offensive virulence factors	Adherence	-	tcpN/toxT	VFG000101
